"","Term","Overlap","P.value","Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"375","glycoprotein catabolic process (GO:0006516)","1/18",0.0863099571505928,0.214678728043903,11.8140225787285,28.9421143066093,"MMP12"
"376","positive regulation of macrophage derived foam cell differentiation (GO:0010744)","1/18",0.0863099571505928,0.214678728043903,11.8140225787285,28.9421143066093,"CD36"
"377","water transport (GO:0006833)","1/18",0.0863099571505928,0.214678728043903,11.8140225787285,28.9421143066093,"AQP3"
"378","antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)","2/98",0.0864201908419546,0.214678728043903,4.21003401360544,10.3084111715959,"HLA-DRA;CTSD"
"379","antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)","2/100",0.0894369333512962,0.214958894583055,4.12369845897543,9.95552171579456,"HLA-DRA;CTSD"
"380","actin filament capping (GO:0051693)","1/19",0.0908825145361798,0.214958894583055,11.1571268237935,26.7568838212325,"ADD3"
"381","aspartate family amino acid metabolic process (GO:0009066)","1/19",0.0908825145361798,0.214958894583055,11.1571268237935,26.7568838212325,"ADI1"
"382","barbed-end actin filament capping (GO:0051016)","1/19",0.0908825145361798,0.214958894583055,11.1571268237935,26.7568838212325,"ADD3"
"383","negative regulation of immune system process (GO:0002683)","1/19",0.0908825145361798,0.214958894583055,11.1571268237935,26.7568838212325,"SPINK5"
"384","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902176)","1/19",0.0908825145361798,0.214958894583055,11.1571268237935,26.7568838212325,"HSPB1"
"385","regulation of mitochondrial membrane permeability (GO:0046902)","1/19",0.0908825145361798,0.214958894583055,11.1571268237935,26.7568838212325,"SLC25A5"
"386","regulation of mitotic spindle assembly (GO:1901673)","1/19",0.0908825145361798,0.214958894583055,11.1571268237935,26.7568838212325,"HSPA1A"
"387","DNA alkylation (GO:0006305)","1/19",0.0908825145361798,0.214958894583055,11.1571268237935,26.7568838212325,"FOS"
"388","DNA methylation or demethylation (GO:0044728)","1/19",0.0908825145361798,0.214958894583055,11.1571268237935,26.7568838212325,"FOS"
"389","establishment of skin barrier (GO:0061436)","1/19",0.0908825145361798,0.214958894583055,11.1571268237935,26.7568838212325,"CLDN4"
"390","fatty acid transmembrane transport (GO:1902001)","1/19",0.0908825145361798,0.214958894583055,11.1571268237935,26.7568838212325,"CD36"
"391","positive regulation of cellular protein catabolic process (GO:1903364)","1/19",0.0908825145361798,0.214958894583055,11.1571268237935,26.7568838212325,"CD81"
"392","regulation of water loss via skin (GO:0033561)","1/19",0.0908825145361798,0.214958894583055,11.1571268237935,26.7568838212325,"CLDN4"
"393","response to fatty acid (GO:0070542)","1/19",0.0908825145361798,0.214958894583055,11.1571268237935,26.7568838212325,"CD36"
"394","positive regulation of macrophage migration (GO:1905523)","1/19",0.0908825145361798,0.214958894583055,11.1571268237935,26.7568838212325,"CXCL17"
"395","positive regulation of monocyte chemotaxis (GO:0090026)","1/19",0.0908825145361798,0.214958894583055,11.1571268237935,26.7568838212325,"CXCL17"
"396","long-term memory (GO:0007616)","1/19",0.0908825145361798,0.214958894583055,11.1571268237935,26.7568838212325,"SGK1"
"397","negative regulation of amyloid precursor protein catabolic process (GO:1902992)","1/19",0.0908825145361798,0.214958894583055,11.1571268237935,26.7568838212325,"CLU"
"398","regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)","2/102",0.0924846891098034,0.217651937529086,4.04081632653061,9.62002061056518,"CLU;HSPA1A"
"399","positive regulation of vasculature development (GO:1904018)","2/102",0.0924846891098034,0.217651937529086,4.04081632653061,9.62002061056518,"HSPB1;RHOB"
"400","antigen processing and presentation of exogenous peptide antigen (GO:0002478)","2/103",0.0940199139873013,0.21779912287216,4.00060618306729,9.45842784039207,"HLA-DRA;CTSD"
"401","positive regulation of gene expression (GO:0010628)","5/482",0.0941585982225899,0.21779912287216,2.14310934569127,5.06368454846233,"PIP;CD36;CLU;LGALS7;HSPA1A"
"402","positive regulation of multicellular organismal process (GO:0051240)","4/345",0.0947731554070152,0.21779912287216,2.38990713587488,5.63126428984773,"FABP4;FABP5;AMTN;CD36"
"403","regulation of cell growth (GO:0001558)","3/217",0.0951224688379078,0.21779912287216,2.84507177955487,6.69328762257793,"SGK1;S100A8;HSPA1A"
"404","protein targeting to lysosome (GO:0006622)","1/20",0.0954324164624815,0.21779912287216,10.5693779904306,24.8310303892707,"CLU"
"405","calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules (GO:0016338)","1/20",0.0954324164624815,0.21779912287216,10.5693779904306,24.8310303892707,"CLDN4"
"406","negative regulation of osteoclast differentiation (GO:0045671)","1/20",0.0954324164624815,0.21779912287216,10.5693779904306,24.8310303892707,"MAFB"
"407","cellular monovalent inorganic cation homeostasis (GO:0030004)","1/20",0.0954324164624815,0.21779912287216,10.5693779904306,24.8310303892707,"ATP1B3"
"408","regulation of granulocyte chemotaxis (GO:0071622)","1/20",0.0954324164624815,0.21779912287216,10.5693779904306,24.8310303892707,"CXCL17"
"409","regulation of lymphocyte differentiation (GO:0045619)","1/20",0.0954324164624815,0.21779912287216,10.5693779904306,24.8310303892707,"SPINK5"
"410","regulation of protein modification by small protein conjugation or removal (GO:1903320)","1/20",0.0954324164624815,0.21779912287216,10.5693779904306,24.8310303892707,"HSPA1A"
"411","positive regulation of alpha-beta T cell activation (GO:0046635)","1/20",0.0954324164624815,0.21779912287216,10.5693779904306,24.8310303892707,"HLA-DRA"
"412","steroid metabolic process (GO:0008202)","2/104",0.0955625544444408,0.21779912287216,3.96118447378952,9.30075904717404,"AKR1C3;AKR1C2"
"413","positive regulation of cellular metabolic process (GO:0031325)","2/105",0.0971124998083677,0.220795732009824,3.92252823459481,9.1468854610462,"CBR1;AKR1C3"
"414","chromosome organization (GO:0051276)","2/106",0.0986696402849089,0.220852300744747,3.88461538461538,8.99668367505838,"SOX2;CENPW"
"415","purinergic nucleotide receptor signaling pathway (GO:0035590)","1/21",0.0999597740324998,0.220852300744747,10.040404040404,23.1229243332888,"TXNIP"
"416","negative regulation of response to wounding (GO:1903035)","1/21",0.0999597740324998,0.220852300744747,10.040404040404,23.1229243332888,"EPHA4"
"417","cellular response to steroid hormone stimulus (GO:0071383)","1/21",0.0999597740324998,0.220852300744747,10.040404040404,23.1229243332888,"AKR1C3"
"418","regulation of lipopolysaccharide-mediated signaling pathway (GO:0031664)","1/21",0.0999597740324998,0.220852300744747,10.040404040404,23.1229243332888,"CD36"
"419","positive regulation of antigen receptor-mediated signaling pathway (GO:0050857)","1/21",0.0999597740324998,0.220852300744747,10.040404040404,23.1229243332888,"CD81"
"420","positive regulation of immune system process (GO:0002684)","1/21",0.0999597740324998,0.220852300744747,10.040404040404,23.1229243332888,"AQP3"
"421","hydrogen peroxide catabolic process (GO:0042744)","1/21",0.0999597740324998,0.220852300744747,10.040404040404,23.1229243332888,"GPX3"
"422","retinol metabolic process (GO:0042572)","1/21",0.0999597740324998,0.220852300744747,10.040404040404,23.1229243332888,"ADH7"
"423","sterol transport (GO:0015918)","1/21",0.0999597740324998,0.220852300744747,10.040404040404,23.1229243332888,"CD36"
"424","positive regulation of T cell cytokine production (GO:0002726)","1/21",0.0999597740324998,0.220852300744747,10.040404040404,23.1229243332888,"CD81"
"425","positive regulation of vascular associated smooth muscle cell proliferation (GO:1904707)","1/21",0.0999597740324998,0.220852300744747,10.040404040404,23.1229243332888,"JUN"
"426","response to calcium ion (GO:0051592)","2/107",0.10023386700467,0.220938030791985,3.84742468415938,8.85003537243058,"AKR1C3;AQP3"
"427","amino acid import (GO:0043090)","1/22",0.104464697819105,0.224467623002608,9.56180856180856,21.5992275397069,"SLC7A8"
"428","negative regulation of lipid biosynthetic process (GO:0051055)","1/22",0.104464697819105,0.224467623002608,9.56180856180856,21.5992275397069,"AKR1C3"
"429","negative regulation of myeloid cell differentiation (GO:0045638)","1/22",0.104464697819105,0.224467623002608,9.56180856180856,21.5992275397069,"MAFB"
"430","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902235)","1/22",0.104464697819105,0.224467623002608,9.56180856180856,21.5992275397069,"HSPA1A"
"431","regulation of macrophage chemotaxis (GO:0010758)","1/22",0.104464697819105,0.224467623002608,9.56180856180856,21.5992275397069,"CXCL17"
"432","regulation of membrane protein ectodomain proteolysis (GO:0051043)","1/22",0.104464697819105,0.224467623002608,9.56180856180856,21.5992275397069,"TIMP3"
"433","positive regulation of DNA-templated transcription, initiation (GO:2000144)","1/22",0.104464697819105,0.224467623002608,9.56180856180856,21.5992275397069,"JUN"
"434","glutathione derivative biosynthetic process (GO:1901687)","1/22",0.104464697819105,0.224467623002608,9.56180856180856,21.5992275397069,"GSTA4"
"435","glutathione derivative metabolic process (GO:1901685)","1/22",0.104464697819105,0.224467623002608,9.56180856180856,21.5992275397069,"GSTA4"
"436","positive regulation of peptidase activity (GO:0010952)","1/22",0.104464697819105,0.224467623002608,9.56180856180856,21.5992275397069,"CLDN4"
"437","microglial cell activation (GO:0001774)","1/22",0.104464697819105,0.224467623002608,9.56180856180856,21.5992275397069,"CLU"
"438","regulation of cytoskeleton organization (GO:0051493)","2/112",0.108157545302071,0.229375588941782,3.67161410018553,8.16628057590409,"S100A8;RHOB"
"439","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240)","1/23",0.108947297836033,0.229375588941782,9.1267217630854,20.2329475165344,"HSPA1A"
"440","regulation of B cell receptor signaling pathway (GO:0050855)","1/23",0.108947297836033,0.229375588941782,9.1267217630854,20.2329475165344,"CD81"
"441","regulation of cysteine-type endopeptidase activity (GO:2000116)","1/23",0.108947297836033,0.229375588941782,9.1267217630854,20.2329475165344,"SOX2"
"442","negative regulation of signal transduction in absence of ligand (GO:1901099)","1/23",0.108947297836033,0.229375588941782,9.1267217630854,20.2329475165344,"HSPA1A"
"443","regulation of mononuclear cell migration (GO:0071675)","1/23",0.108947297836033,0.229375588941782,9.1267217630854,20.2329475165344,"CXCL17"
"444","DNA methylation (GO:0006306)","1/23",0.108947297836033,0.229375588941782,9.1267217630854,20.2329475165344,"FOS"
"445","regulation of peptidase activity (GO:0052547)","1/23",0.108947297836033,0.229375588941782,9.1267217630854,20.2329475165344,"CSTA"
"446","positive regulation of epithelial cell apoptotic process (GO:1904037)","1/23",0.108947297836033,0.229375588941782,9.1267217630854,20.2329475165344,"AKR1C3"
"447","negative regulation of cell motility (GO:2000146)","2/114",0.111372908000063,0.232915725193895,3.60568513119534,7.91401436691998,"EPHA4;RHOB"
"448","cellular response to transforming growth factor beta stimulus (GO:0071560)","2/114",0.111372908000063,0.232915725193895,3.60568513119534,7.91401436691998,"JUN;FOS"
"449","positive regulation of kinase activity (GO:0033674)","2/114",0.111372908000063,0.232915725193895,3.60568513119534,7.91401436691998,"EPHB6;EPHA4"
"450","amino acid import across plasma membrane (GO:0089718)","1/24",0.113407683581024,0.233530295795135,8.72946859903382,19.0020116101552,"SLC7A8"
"451","negative regulation of neuron differentiation (GO:0045665)","1/24",0.113407683581024,0.233530295795135,8.72946859903382,19.0020116101552,"SOX2"
"452","defense response to fungus (GO:0050832)","1/24",0.113407683581024,0.233530295795135,8.72946859903382,19.0020116101552,"S100A8"
"453","endocrine system development (GO:0035270)","1/24",0.113407683581024,0.233530295795135,8.72946859903382,19.0020116101552,"SOX2"
"454","sulfur amino acid metabolic process (GO:0000096)","1/24",0.113407683581024,0.233530295795135,8.72946859903382,19.0020116101552,"ADI1"
"455","potassium ion homeostasis (GO:0055075)","1/24",0.113407683581024,0.233530295795135,8.72946859903382,19.0020116101552,"ATP1B3"
"456","wound healing, spreading of cells (GO:0044319)","1/24",0.113407683581024,0.233530295795135,8.72946859903382,19.0020116101552,"MMP12"
"457","protein transport (GO:0015031)","4/369",0.113769017994468,0.233761724063032,2.23002283105023,4.84714427327305,"ARRDC3;TXNIP;CD36;CLU"
"458","regulation of protein-containing complex assembly (GO:0043254)","2/116",0.114613258295413,0.233960542476941,3.54206945936269,7.67280178057288,"CD36;CLU"
"459","positive regulation of angiogenesis (GO:0045766)","2/116",0.114613258295413,0.233960542476941,3.54206945936269,7.67280178057288,"HSPB1;RHOB"
"460","sphingolipid metabolic process (GO:0006665)","2/116",0.114613258295413,0.233960542476941,3.54206945936269,7.67280178057288,"GLTP;CERS3"
"461","regulation of ERK1 and ERK2 cascade (GO:0070372)","3/238",0.116856100496193,0.236006920139957,2.58806755867515,5.55609452136573,"TIMP3;ACKR3;CD36"
"462","regulation of epidermal cell differentiation (GO:0045604)","1/25",0.117845964040422,0.236006920139957,8.36531986531987,17.8882067340701,"AQP3"
"463","regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)","1/25",0.117845964040422,0.236006920139957,8.36531986531987,17.8882067340701,"EPHA4"
"464","regulation of spindle assembly (GO:0090169)","1/25",0.117845964040422,0.236006920139957,8.36531986531987,17.8882067340701,"HSPA1A"
"465","fat-soluble vitamin metabolic process (GO:0006775)","1/25",0.117845964040422,0.236006920139957,8.36531986531987,17.8882067340701,"CBR1"
"466","sodium ion homeostasis (GO:0055078)","1/25",0.117845964040422,0.236006920139957,8.36531986531987,17.8882067340701,"ATP1B3"
"467","positive regulation of vascular endothelial growth factor production (GO:0010575)","1/25",0.117845964040422,0.236006920139957,8.36531986531987,17.8882067340701,"CXCL17"
"468","negative regulation of response to external stimulus (GO:0032102)","2/118",0.117877790783429,0.236006920139957,3.48064743138635,7.44199615906489,"EPHA4;CXCL17"
"469","positive regulation of protein-containing complex assembly (GO:0031334)","2/118",0.117877790783429,0.236006920139957,3.48064743138635,7.44199615906489,"CD36;CLU"
"470","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)","2/119",0.119518877292295,0.23878345910099,3.45072387929531,7.33030700433838,"CTSD;S100A8"
"471","regulation of biomineral tissue development (GO:0070167)","1/26",0.122262247628669,0.239674844516326,8.03030303030303,16.8763802180029,"AMTN"
"472","negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051)","1/26",0.122262247628669,0.239674844516326,8.03030303030303,16.8763802180029,"EPHA4"
"473","regulation of monocyte chemotaxis (GO:0090025)","1/26",0.122262247628669,0.239674844516326,8.03030303030303,16.8763802180029,"CXCL17"
"474","regulation of potassium ion transmembrane transporter activity (GO:1901016)","1/26",0.122262247628669,0.239674844516326,8.03030303030303,16.8763802180029,"ATP1B3"
"475","regulation of synapse organization (GO:0050807)","1/26",0.122262247628669,0.239674844516326,8.03030303030303,16.8763802180029,"EPHA4"
"476","positive regulation of ion transmembrane transporter activity (GO:0032414)","1/26",0.122262247628669,0.239674844516326,8.03030303030303,16.8763802180029,"ATP1B3"
"477","histone lysine demethylation (GO:0070076)","1/26",0.122262247628669,0.239674844516326,8.03030303030303,16.8763802180029,"KDM5B"
"478","retinoic acid metabolic process (GO:0042573)","1/26",0.122262247628669,0.239674844516326,8.03030303030303,16.8763802180029,"ADH7"
"479","positive regulation of T cell mediated cytotoxicity (GO:0001916)","1/26",0.122262247628669,0.239674844516326,8.03030303030303,16.8763802180029,"HLA-DRA"
"480","regulation of mRNA catabolic process (GO:0061013)","2/122",0.124476246905678,0.243506658009232,3.36394557823129,7.00925280654715,"HSPB1;HSPA1A"
"481","regulation of toll-like receptor signaling pathway (GO:0034121)","1/27",0.126656642302827,0.245217705406916,7.72105672105672,15.9538300108164,"CD36"
"482","regulation of vascular endothelial growth factor production (GO:0010574)","1/27",0.126656642302827,0.245217705406916,7.72105672105672,15.9538300108164,"CXCL17"
"483","regulation of vasculature development (GO:1901342)","1/27",0.126656642302827,0.245217705406916,7.72105672105672,15.9538300108164,"KRT1"
"484","positive regulation of erythrocyte differentiation (GO:0045648)","1/27",0.126656642302827,0.245217705406916,7.72105672105672,15.9538300108164,"HSPA1A"
"485","L-alpha-amino acid transmembrane transport (GO:1902475)","1/27",0.126656642302827,0.245217705406916,7.72105672105672,15.9538300108164,"SLC7A8"
"486","regulation of tumor necrosis factor production (GO:0032680)","2/124",0.127808625420924,0.24693888738734,3.3084643693543,6.80624319809133,"HSPB1;CLU"
"487","amide transport (GO:0042886)","1/28",0.131029255394866,0.248057400838264,7.43471754582866,15.1098341340557,"GLTP"
"488","negative regulation of oxidative stress-induced cell death (GO:1903202)","1/28",0.131029255394866,0.248057400838264,7.43471754582866,15.1098341340557,"HSPB1"
"489","regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)","1/28",0.131029255394866,0.248057400838264,7.43471754582866,15.1098341340557,"HSPA1A"
"490","neutral amino acid transport (GO:0015804)","1/28",0.131029255394866,0.248057400838264,7.43471754582866,15.1098341340557,"SLC7A8"
"491","regulation of postsynapse organization (GO:0099175)","1/28",0.131029255394866,0.248057400838264,7.43471754582866,15.1098341340557,"EPHA4"
"492","regulation of reactive oxygen species biosynthetic process (GO:1903426)","1/28",0.131029255394866,0.248057400838264,7.43471754582866,15.1098341340557,"CD36"
"493","positive regulation of microtubule polymerization (GO:0031116)","1/28",0.131029255394866,0.248057400838264,7.43471754582866,15.1098341340557,"HSPA1A"
"494","L-amino acid transport (GO:0015807)","1/28",0.131029255394866,0.248057400838264,7.43471754582866,15.1098341340557,"SLC7A8"
"495","positive regulation of response to wounding (GO:1903036)","1/28",0.131029255394866,0.248057400838264,7.43471754582866,15.1098341340557,"CLDN4"
"496","protein localization to lysosome (GO:0061462)","1/28",0.131029255394866,0.248057400838264,7.43471754582866,15.1098341340557,"CD81"
"497","negative regulation of interferon-gamma production (GO:0032689)","1/29",0.13538019382269,0.251726736632685,7.16883116883117,14.3352837783296,"LGALS7"
"498","negative regulation of myeloid leukocyte differentiation (GO:0002762)","1/29",0.13538019382269,0.251726736632685,7.16883116883117,14.3352837783296,"MAFB"
"499","regulation of response to biotic stimulus (GO:0002831)","1/29",0.13538019382269,0.251726736632685,7.16883116883117,14.3352837783296,"CD36"
"500","regulation of T cell mediated cytotoxicity (GO:0001914)","1/29",0.13538019382269,0.251726736632685,7.16883116883117,14.3352837783296,"HLA-DRA"
"501","glial cell differentiation (GO:0010001)","1/29",0.13538019382269,0.251726736632685,7.16883116883117,14.3352837783296,"SOX2"
"502","regulation of ubiquitin-protein transferase activity (GO:0051438)","1/29",0.13538019382269,0.251726736632685,7.16883116883117,14.3352837783296,"ARRDC3"
"503","hydrogen peroxide metabolic process (GO:0042743)","1/29",0.13538019382269,0.251726736632685,7.16883116883117,14.3352837783296,"GPX3"
"504","transition metal ion homeostasis (GO:0055076)","1/29",0.13538019382269,0.251726736632685,7.16883116883117,14.3352837783296,"FTL"
"505","MyD88-dependent toll-like receptor signaling pathway (GO:0002755)","1/29",0.13538019382269,0.251726736632685,7.16883116883117,14.3352837783296,"CD36"
"506","CENP-A containing chromatin organization (GO:0061641)","1/30",0.139709563918842,0.255228172217495,6.92128178335075,13.6223945108193,"CENPW"
"507","CENP-A containing nucleosome assembly (GO:0034080)","1/30",0.139709563918842,0.255228172217495,6.92128178335075,13.6223945108193,"CENPW"
"508","regulation of long-term synaptic potentiation (GO:1900271)","1/30",0.139709563918842,0.255228172217495,6.92128178335075,13.6223945108193,"EPHA4"
"509","phosphatidylcholine acyl-chain remodeling (GO:0036151)","1/30",0.139709563918842,0.255228172217495,6.92128178335075,13.6223945108193,"DBI"
"510","plasma membrane invagination (GO:0099024)","1/30",0.139709563918842,0.255228172217495,6.92128178335075,13.6223945108193,"CD36"
"511","positive regulation of B cell proliferation (GO:0030890)","1/30",0.139709563918842,0.255228172217495,6.92128178335075,13.6223945108193,"CD81"
"512","positive regulation of endopeptidase activity (GO:0010950)","1/30",0.139709563918842,0.255228172217495,6.92128178335075,13.6223945108193,"EPHA4"
"513","response to alcohol (GO:0097305)","1/30",0.139709563918842,0.255228172217495,6.92128178335075,13.6223945108193,"ADH7"
"514","positive regulation of lipid kinase activity (GO:0090218)","1/30",0.139709563918842,0.255228172217495,6.92128178335075,13.6223945108193,"CD81"
"515","cellular protein modification process (GO:0006464)","8/1025",0.140751971184229,0.256633205712604,1.61455260570305,3.16574372057121,"MAPK10;CSTA;KRT1;AMTN;PLAT;KRT10;SGK1;SPRR1B"
"516","regulation of cell motility (GO:2000145)","2/133",0.143054753837309,0.257095828402531,3.07976320299112,5.98868525199053,"SGK1;RHOB"
"517","transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)","2/133",0.143054753837309,0.257095828402531,3.07976320299112,5.98868525199053,"JUN;FOS"
"518","purine nucleoside bisphosphate metabolic process (GO:0034032)","1/31",0.144017471501311,0.257095828402531,6.69023569023569,12.9644769200402,"DBI"
"519","negative regulation of DNA binding (GO:0043392)","1/31",0.144017471501311,0.257095828402531,6.69023569023569,12.9644769200402,"JUN"
"520","regulation of macrophage derived foam cell differentiation (GO:0010743)","1/31",0.144017471501311,0.257095828402531,6.69023569023569,12.9644769200402,"CD36"
"521","renal water homeostasis (GO:0003091)","1/31",0.144017471501311,0.257095828402531,6.69023569023569,12.9644769200402,"AQP3"
"522","ribonucleoside bisphosphate metabolic process (GO:0033875)","1/31",0.144017471501311,0.257095828402531,6.69023569023569,12.9644769200402,"DBI"
"523","positive regulation of mononuclear cell migration (GO:0071677)","1/31",0.144017471501311,0.257095828402531,6.69023569023569,12.9644769200402,"CXCL17"
"524","positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052)","1/31",0.144017471501311,0.257095828402531,6.69023569023569,12.9644769200402,"CLU"
"525","positive regulation of RNA splicing (GO:0033120)","1/31",0.144017471501311,0.257095828402531,6.69023569023569,12.9644769200402,"HSPA1A"
"526","positive regulation of ubiquitin-protein transferase activity (GO:0051443)","1/31",0.144017471501311,0.257095828402531,6.69023569023569,12.9644769200402,"ARRDC3"
"527","positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)","2/134",0.144772261600204,0.257952853211749,3.05627705627706,5.90654080920543,"EPHA4;CD81"
"528","regulation of cell migration (GO:0030334)","4/408",0.147875325407307,0.259324909862207,2.01072607260726,3.84327317465954,"EPHA4;CLDN4;SGK1;RHOB"
"529","protein localization to plasma membrane (GO:0072659)","2/136",0.148220323777077,0.259324909862207,3.01035638135851,5.7469372202272,"CD81;ATP1B3"
"530","organic substance transport (GO:0071702)","2/136",0.148220323777077,0.259324909862207,3.01035638135851,5.7469372202272,"ARRDC3;TXNIP"
"531","negative regulation of cell-matrix adhesion (GO:0001953)","1/32",0.148304021933978,0.259324909862207,6.47409579667644,12.3557529781019,"MMP12"
"532","regulation of cell morphogenesis (GO:0022604)","1/32",0.148304021933978,0.259324909862207,6.47409579667644,12.3557529781019,"CLDN4"
"533","regulation of dendritic spine morphogenesis (GO:0061001)","1/32",0.148304021933978,0.259324909862207,6.47409579667644,12.3557529781019,"EPHA4"
"534","chromatin remodeling at centromere (GO:0031055)","1/32",0.148304021933978,0.259324909862207,6.47409579667644,12.3557529781019,"CENPW"
"535","metal ion export (GO:0070839)","1/32",0.148304021933978,0.259324909862207,6.47409579667644,12.3557529781019,"ATP1B3"
"536","mitochondrial membrane organization (GO:0007006)","1/32",0.148304021933978,0.259324909862207,6.47409579667644,12.3557529781019,"SLC25A5"
"537","modulation by host of symbiont process (GO:0051851)","1/32",0.148304021933978,0.259324909862207,6.47409579667644,12.3557529781019,"JUN"
"538","apoptotic mitochondrial changes (GO:0008637)","1/33",0.152569319997184,0.265793305152794,6.27146464646465,11.7912078898077,"CLU"
"539","primary alcohol metabolic process (GO:0034308)","1/33",0.152569319997184,0.265793305152794,6.27146464646465,11.7912078898077,"ADH7"
"540","regulation of cellular component organization (GO:0051128)","2/139",0.1534237633251,0.266786877337535,2.94398927454193,5.51865948464525,"CD36;SGK1"
"541","enzyme linked receptor protein signaling pathway (GO:0007167)","2/140",0.155166268510966,0.268821265925824,2.92250813368826,5.44538676806967,"EPHB6;EPHA4"
"542","protein localization to cell periphery (GO:1990778)","2/140",0.155166268510966,0.268821265925824,2.92250813368826,5.44538676806967,"CD81;ATP1B3"
"543","cellular response to vascular endothelial growth factor stimulus (GO:0035924)","1/34",0.156813470025957,0.270179538264905,6.08111417202326,11.2664696999635,"HSPB1"
"544","regulation of keratinocyte differentiation (GO:0045616)","1/34",0.156813470025957,0.270179538264905,6.08111417202326,11.2664696999635,"AQP3"
"545","epithelial tube morphogenesis (GO:0060562)","1/34",0.156813470025957,0.270179538264905,6.08111417202326,11.2664696999635,"RHOB"
"546","positive regulation of MAPK cascade (GO:0043410)","3/274",0.157867928444162,0.271498140675948,2.24015673146422,4.13532146654522,"SOX2;ACKR3;CD36"
"547","Ras protein signal transduction (GO:0007265)","2/142",0.158662824856746,0.271869329453439,2.88046647230321,5.30286367253092,"JUN;RHOB"
"548","chromatin organization (GO:0006325)","2/142",0.158662824856746,0.271869329453439,2.88046647230321,5.30286367253092,"SOX2;KDM5B"
"549","monocarboxylic acid metabolic process (GO:0032787)","2/143",0.160416714470738,0.272456476850395,2.85989289332754,5.23354789527023,"CD36;ADH7"
"550","bicarbonate transport (GO:0015701)","1/35",0.161036575774195,0.272456476850395,5.90196078431373,10.7777108251808,"CA12"
"551","cellular response to hydrogen peroxide (GO:0070301)","1/35",0.161036575774195,0.272456476850395,5.90196078431373,10.7777108251808,"RHOB"
"552","regulation of mitotic spindle organization (GO:0060236)","1/35",0.161036575774195,0.272456476850395,5.90196078431373,10.7777108251808,"HSPA1A"
"553","regulation of postsynaptic membrane potential (GO:0060078)","1/35",0.161036575774195,0.272456476850395,5.90196078431373,10.7777108251808,"GABRE"
"554","regulation of T cell receptor signaling pathway (GO:0050856)","1/35",0.161036575774195,0.272456476850395,5.90196078431373,10.7777108251808,"CD81"
"555","regulation of trans-synaptic signaling (GO:0099177)","1/35",0.161036575774195,0.272456476850395,5.90196078431373,10.7777108251808,"FABP5"
"556","negative regulation of cell migration (GO:0030336)","2/144",0.162174238541576,0.27388778775277,2.83960908306985,5.16548737879535,"EPHA4;RHOB"
"557","cyclic-nucleotide-mediated signaling (GO:0019935)","1/36",0.165238740567014,0.275593565528288,5.73304473304473,10.3215669941692,"CD36"
"558","regulation of osteoclast differentiation (GO:0045670)","1/36",0.165238740567014,0.275593565528288,5.73304473304473,10.3215669941692,"MAFB"
"559","platelet aggregation (GO:0070527)","1/36",0.165238740567014,0.275593565528288,5.73304473304473,10.3215669941692,"HSPB1"
"560","positive regulation of cytokine-mediated signaling pathway (GO:0001961)","1/36",0.165238740567014,0.275593565528288,5.73304473304473,10.3215669941692,"HSPA1A"
"561","macrophage activation (GO:0042116)","1/36",0.165238740567014,0.275593565528288,5.73304473304473,10.3215669941692,"CLU"
"562","positive regulation of T cell mediated immunity (GO:0002711)","1/36",0.165238740567014,0.275593565528288,5.73304473304473,10.3215669941692,"HLA-DRA"
"563","Wnt signaling pathway, calcium modulating pathway (GO:0007223)","1/36",0.165238740567014,0.275593565528288,5.73304473304473,10.3215669941692,"FZD6"
"564","regulation of mRNA stability (GO:0043488)","2/146",0.165699874581937,0.275872663532693,2.79988662131519,5.03301210512649,"HSPB1;HSPA1A"
"565","positive regulation of cytosolic calcium ion concentration (GO:0007204)","2/147",0.167467830513668,0.278121403989752,2.78043631245602,4.96853960242873,"ACKR3;CD36"
"566","regulation of cytosolic calcium ion concentration (GO:0051480)","2/148",0.169239108858938,0.278121403989752,2.76125244618395,4.90520680248974,"ACKR3;CD36"
"567","acyl-CoA metabolic process (GO:0006637)","1/37",0.169420067180126,0.278121403989752,5.57351290684624,9.89507014564132,"DBI"
"568","anterograde axonal transport (GO:0008089)","1/37",0.169420067180126,0.278121403989752,5.57351290684624,9.89507014564132,"HSPB1"
"569","centromere complex assembly (GO:0034508)","1/37",0.169420067180126,0.278121403989752,5.57351290684624,9.89507014564132,"CENPW"
