species,COAD,LUAD,LUSC,OtherCR,OtherLung,OtherPancreatic,PAAD,READ,SARC,SCLC,SKCM,THCA
1133,Acinetobacter towneri,0.002,0.00766283524904215,0,0,0,0,0,0,0,0,0.0072463768115942,0.00185873605947955
1134,Rhodobacter sp. CZR27,0.002,0,0,0,0.00961538461538462,0,0,0,0.00289435600578871,0,0,0.00371747211895911
1135,Enterobacter sp. JUb54,0.002,0,0.0078740157480315,0,0,0,0,0,0.00144717800289436,0,0,0
1136,Cupriavidus pinatubonensis,0.002,0,0,0.0256410256410256,0.00961538461538462,0,0.00641025641025641,0.0105263157894737,0.00144717800289436,0,0,0
1137,Magnetospirillum gryphiswaldense,0.018,0.0191570881226054,0.0078740157480315,0,0,0.0138888888888889,0.00641025641025641,0.0105263157894737,0.0130246020260492,0,0.0144927536231884,0.016728624535316
1138,Elioraea tepida,0.004,0.00766283524904215,0,0,0,0.00462962962962963,0,0,0.00434153400868307,0,0.0072463768115942,0.00371747211895911
1139,Cryobacterium sp. PAMC25264,0.006,0,0,0,0,0.00462962962962963,0.00641025641025641,0,0.00144717800289436,0,0.0072463768115942,0.00371747211895911
1140,Pseudomonas sp. SWI6,0.006,0.0114942528735632,0,0,0.0192307692307692,0,0,0.0105263157894737,0.00289435600578871,0,0,0.00743494423791822
1141,Pseudomonas sp. SWI36,0.002,0,0,0,0.00961538461538462,0,0,0,0,0,0.0072463768115942,0
1142,Dyella caseinilytica,0.018,0.0498084291187739,0.078740157480315,0.0256410256410256,0.0576923076923077,0.0601851851851852,0.0897435897435897,0.0210526315789474,0.0347322720694645,0,0.072463768115942,0.0724907063197026
1143,Constantimarinum furrinae,0.006,0.0153256704980843,0.031496062992126,0,0.0192307692307692,0.00925925925925926,0,0,0.00434153400868307,0.0384615384615385,0.0072463768115942,0.00743494423791822
1144,Magnetococcus marinus,0.006,0,0.0236220472440945,0,0.00961538461538462,0,0.00641025641025641,0,0,0,0,0.00185873605947955
1145,Nostoc sp. NIES-3756,0.074,0.0229885057471264,0.031496062992126,0.0256410256410256,0.0865384615384615,0.0416666666666667,0.032051282051282,0.0421052631578947,0.0246020260492041,0,0.0507246376811594,0.033457249070632
1146,Campylobacter avium,0.01,0.00766283524904215,0.0078740157480315,0,0,0,0.00641025641025641,0,0.00289435600578871,0,0.0072463768115942,0.00185873605947955
1147,Sulfuricaulis limicola,0.004,0.0153256704980843,0.0078740157480315,0,0.00961538461538462,0,0,0,0,0,0,0
1148,Neochlamydia sp. S13,0.002,0,0.015748031496063,0,0.0192307692307692,0.0138888888888889,0,0.0105263157894737,0.0101302460202605,0,0,0.0111524163568773
1149,Arachidicoccus soli,0.004,0,0.0078740157480315,0,0,0,0,0.0105263157894737,0.00289435600578871,0,0,0.00371747211895911
1150,Pseudomonas alcaligenes,0.004,0.00383141762452107,0.0078740157480315,0,0,0,0.0256410256410256,0.0210526315789474,0.00723589001447178,0,0.0072463768115942,0.00743494423791822
1151,Nocardioides sp. zg-1228,0.016,0.00383141762452107,0.0236220472440945,0,0.00961538461538462,0.00462962962962963,0.0128205128205128,0,0.0101302460202605,0,0.0072463768115942,0.00557620817843866
1152,Pseudomonas sp. PONIH3,0.002,0,0.0078740157480315,0,0,0.00462962962962963,0,0,0.00144717800289436,0,0,0
1153,Halorubrum sp. CBA1229,0.002,0.00766283524904215,0.0078740157480315,0,0.00961538461538462,0.00462962962962963,0.00641025641025641,0,0.00434153400868307,0,0.0072463768115942,0.00743494423791822
1154,Corynebacterium lujinxingii,0.004,0.0153256704980843,0.0078740157480315,0,0.0192307692307692,0.00462962962962963,0.0128205128205128,0,0.00578871201157742,0.0384615384615385,0.0144927536231884,0.00557620817843866
1155,Acinetobacter seifertii,0.004,0.00383141762452107,0,0,0,0.00462962962962963,0,0,0,0,0,0.00185873605947955
1156,Methylobacterium sp. WL1,0.02,0.00383141762452107,0,0,0.0192307692307692,0.00462962962962963,0.0128205128205128,0.0210526315789474,0.00434153400868307,0,0.0144927536231884,0.00371747211895911
1157,Bacteroides sp. M10,0.014,0.0114942528735632,0.0078740157480315,0,0,0,0,0,0.00289435600578871,0.0384615384615385,0.0072463768115942,0.00371747211895911
1158,Halopiger xanaduensis,0.002,0.00383141762452107,0,0,0,0,0,0.0105263157894737,0,0,0.0144927536231884,0
1159,Nitrosopumilus maritimus,0.002,0.00383141762452107,0,0,0,0,0,0,0,0,0,0.00185873605947955
1160,Bacillus sp. KH172YL63,0.006,0,0.0078740157480315,0,0,0,0,0,0,0,0,0.00185873605947955
1161,Marinicauda algicola,0.006,0,0.0078740157480315,0,0,0,0,0.0105263157894737,0.00144717800289436,0,0.0072463768115942,0.00185873605947955
1162,Bacillus paralicheniformis,0.006,0.00383141762452107,0.0078740157480315,0,0,0,0,0,0.00144717800289436,0,0,0.00185873605947955
1163,Thermotoga maritima,0.148,0.168582375478927,0.181102362204724,0.153846153846154,0.173076923076923,0.175925925925926,0.333333333333333,0.210526315789474,0.16931982633864,0.384615384615385,0.442028985507246,0.0576208178438662
1164,Methylobacterium indicum,0.018,0.00383141762452107,0.0236220472440945,0.0256410256410256,0.00961538461538462,0.00925925925925926,0.00641025641025641,0.0421052631578947,0.0115774240231548,0,0.0652173913043478,0.00557620817843866
1165,Flexistipes sinusarabici,0.004,0.00766283524904215,0.015748031496063,0,0,0.00462962962962963,0.00641025641025641,0,0.00723589001447178,0,0.0144927536231884,0.00557620817843866
1166,Oscillibacter hominis,0.012,0,0,0,0,0,0,0.0105263157894737,0.00578871201157742,0,0,0.00185873605947955
1167,Clostridium sp. 'deep sea',0.014,0.00383141762452107,0.0078740157480315,0,0.00961538461538462,0,0,0.0315789473684211,0.00144717800289436,0,0,0
1168,Desulfomonile tiedjei,0.012,0.0191570881226054,0,0,0.00961538461538462,0.00925925925925926,0,0,0.00578871201157742,0.0384615384615385,0.0144927536231884,0.0260223048327138
1169,Geobacillus subterraneus,0.01,0.00383141762452107,0,0,0.00961538461538462,0.00462962962962963,0.00641025641025641,0.0421052631578947,0.00434153400868307,0.0384615384615385,0.0072463768115942,0.00743494423791822
1170,Pandoravirus macleodensis,0.012,0.0153256704980843,0.015748031496063,0.0256410256410256,0.0288461538461538,0.00925925925925926,0,0.0105263157894737,0.00868306801736614,0.0384615384615385,0.036231884057971,0.0111524163568773
1171,Polynucleobacter antarcticus,0.022,0.00766283524904215,0.015748031496063,0.0512820512820513,0.00961538461538462,0.00925925925925926,0,0.0631578947368421,0.0130246020260492,0.0384615384615385,0,0.00743494423791822
1172,Pandoravirus quercus,0.022,0.0229885057471264,0.0236220472440945,0.0512820512820513,0.0192307692307692,0.0185185185185185,0.00641025641025641,0.0315789473684211,0.00434153400868307,0,0.0289855072463768,0.0297397769516729
1173,Hydrogenophaga pseudoflava,0.006,0.0344827586206897,0.015748031496063,0,0.0288461538461538,0.0138888888888889,0.0128205128205128,0.0105263157894737,0.0173661360347323,0,0,0.0539033457249071
1174,Akkermansia muciniphila,0.204,0.0306513409961686,0.031496062992126,0.102564102564103,0,0.037037037037037,0.0256410256410256,0.178947368421053,0.0390738060781476,0.0769230769230769,0.0217391304347826,0.0446096654275093
1175,Kocuria palustris,0.028,0.0268199233716475,0.0078740157480315,0.0256410256410256,0.00961538461538462,0,0.0256410256410256,0.0210526315789474,0.0260492040520984,0,0.0144927536231884,0.0185873605947955
1176,Kocuria rhizophila,0.046,0.053639846743295,0.031496062992126,0.0256410256410256,0.0192307692307692,0.037037037037037,0.0448717948717949,0.0210526315789474,0.0636758321273517,0.115384615384615,0.0652173913043478,0.0576208178438662
1177,Pandoravirus neocaledonia,0.014,0.0191570881226054,0.015748031496063,0.0256410256410256,0.0192307692307692,0.0138888888888889,0,0.0210526315789474,0.0144717800289436,0.0384615384615385,0.0072463768115942,0.0390334572490706
1178,Xylella fastidiosa,0.002,0,0,0,0,0.00462962962962963,0.00641025641025641,0,0.00578871201157742,0.0384615384615385,0.0144927536231884,0
1179,Streptomyces cyaneochromogenes,0.004,0.0114942528735632,0.0078740157480315,0.0256410256410256,0.00961538461538462,0.0231481481481481,0,0.0105263157894737,0.00723589001447178,0.0384615384615385,0.0072463768115942,0.0130111524163569
1180,Pseudomonas sp. FGI182,0.002,0.00383141762452107,0,0,0,0,0,0,0.00289435600578871,0,0,0
1181,Microbacterium chocolatum,0.002,0,0,0,0,0,0,0,0.00144717800289436,0,0.0072463768115942,0
1182,Halobacterium sp. DL1,0.008,0.0306513409961686,0.0393700787401575,0,0.0288461538461538,0.00925925925925926,0,0,0.00434153400868307,0.0769230769230769,0.0072463768115942,0.00557620817843866
1183,Caldilinea aerophila,0.018,0.0229885057471264,0.0236220472440945,0.0256410256410256,0.0288461538461538,0.0185185185185185,0.0128205128205128,0.0105263157894737,0.0332850940665702,0,0,0.0148698884758364
1184,Nocardioides baekrokdamisoli,0.012,0.0229885057471264,0,0.0256410256410256,0.0288461538461538,0,0.032051282051282,0.0315789473684211,0.0217076700434153,0.0384615384615385,0.0072463768115942,0.0148698884758364
1185,Streptomyces sp. YIM 121038,0.002,0.00383141762452107,0,0.0512820512820513,0.0192307692307692,0.00925925925925926,0.0128205128205128,0.0210526315789474,0.00868306801736614,0,0.0072463768115942,0.00185873605947955
1186,Halocella sp. SP3-1,0.006,0,0,0,0,0,0,0,0,0,0,0.00185873605947955
1187,Amniculibacterium sp. G2-70,0.014,0.0114942528735632,0.0078740157480315,0,0,0.0138888888888889,0.0256410256410256,0.0315789473684211,0.0217076700434153,0.0384615384615385,0.0144927536231884,0.00743494423791822
1188,Prevotella enoeca,0.022,0,0.0078740157480315,0,0,0.0138888888888889,0.00641025641025641,0,0.00868306801736614,0.0769230769230769,0.0144927536231884,0.00743494423791822
1189,Comamonas piscis,0.014,0.00383141762452107,0.0236220472440945,0,0,0,0.00641025641025641,0.0105263157894737,0.00723589001447178,0,0.0144927536231884,0.0130111524163569
1190,Clostridium sp. MF28,0.006,0,0,0,0,0,0,0,0.00144717800289436,0,0,0
1191,Cryobacterium arcticum,0.004,0.00383141762452107,0.0078740157480315,0,0.0192307692307692,0.00462962962962963,0.0128205128205128,0,0.00434153400868307,0,0,0.00743494423791822
1192,Conexivisphaera calida,0.316,0.291187739463602,0.21259842519685,0.282051282051282,0.317307692307692,0.185185185185185,0.346153846153846,0.4,0.23589001447178,0.230769230769231,0.41304347826087,0.269516728624535
1193,Borrelia miyamotoi,0.012,0,0,0.0256410256410256,0,0,0,0.0210526315789474,0,0,0,0.00185873605947955
1194,Pseudomonas sp. DY-1,0.004,0,0,0,0.00961538461538462,0,0,0,0.00723589001447178,0,0,0.00557620817843866
1195,Kribbella flavida,0.002,0,0,0,0,0,0,0,0.00144717800289436,0,0,0.00185873605947955
1196,Campylobacter sp. CCUG 57310,0.006,0.00383141762452107,0,0,0,0.00462962962962963,0.00641025641025641,0.0105263157894737,0,0,0,0
1197,Weissella cibaria,0.004,0,0,0,0.00961538461538462,0,0.00641025641025641,0,0.00144717800289436,0,0.0072463768115942,0
1198,Agrococcus jejuensis,0.01,0.0114942528735632,0.0078740157480315,0,0.00961538461538462,0,0.0128205128205128,0.0315789473684211,0.00723589001447178,0,0.0144927536231884,0
1199,Nocardioides sp. S-1144,0.01,0.0114942528735632,0.015748031496063,0,0,0,0.00641025641025641,0,0.0101302460202605,0,0.0072463768115942,0
1200,Methylacidimicrobium sp. AP8,0.002,0,0,0,0,0.00462962962962963,0.00641025641025641,0,0.0101302460202605,0,0,0.00743494423791822
1201,Skermanella sp. TT6,0.008,0.00383141762452107,0,0,0,0.00462962962962963,0.00641025641025641,0.0105263157894737,0.00723589001447178,0,0.0144927536231884,0.00185873605947955
1202,Humibacter ginsenosidimutans,0.002,0.00766283524904215,0.0078740157480315,0,0,0,0,0,0.00144717800289436,0,0,0.00185873605947955
1203,Blautia liquoris,0.012,0.0114942528735632,0.015748031496063,0,0,0,0,0.0105263157894737,0.00289435600578871,0,0.0072463768115942,0.00557620817843866
1204,Oryzomicrobium terrae,0.004,0,0.0078740157480315,0,0.00961538461538462,0,0,0.0105263157894737,0.00144717800289436,0,0,0
1205,Actinomadura sp. WMMA1423,0.008,0.00383141762452107,0.0078740157480315,0.0256410256410256,0.0288461538461538,0,0.00641025641025641,0,0.00723589001447178,0,0.0072463768115942,0.00557620817843866
1206,Casimicrobium huifangae,0.008,0.0114942528735632,0,0.0256410256410256,0.0192307692307692,0.00462962962962963,0.0192307692307692,0.0105263157894737,0.0144717800289436,0,0.0144927536231884,0.00371747211895911
1207,Loigolactobacillus backii,0.002,0,0,0,0,0,0,0,0.0101302460202605,0,0,0.00185873605947955
1208,Comamonas sp. Y33R10-2,0.004,0.0268199233716475,0.015748031496063,0,0.0192307692307692,0.0324074074074074,0.032051282051282,0,0.0332850940665702,0,0.0289855072463768,0.0130111524163569
1209,Ogataea parapolymorpha,0.358,0.252873563218391,0.236220472440945,0.153846153846154,0.259615384615385,0.171296296296296,0.282051282051282,0.463157894736842,0.208393632416787,0.384615384615385,0.340579710144928,0.189591078066914
1210,White spot syndrome virus,0.004,0.00383141762452107,0,0,0.00961538461538462,0.00462962962962963,0,0,0,0,0,0.00371747211895911
1211,Mycolicibacterium sarraceniae,0.022,0.0114942528735632,0,0,0,0.00462962962962963,0.00641025641025641,0.0210526315789474,0.00434153400868307,0,0.0072463768115942,0.00371747211895911
1212,Aquisediminimonas profunda,0.002,0.00766283524904215,0,0,0,0.0138888888888889,0,0,0.00868306801736614,0,0.0072463768115942,0.00557620817843866
1213,Enterobacter sp. RHBSTW-00975,0.006,0,0,0.0256410256410256,0,0,0,0.0210526315789474,0,0,0,0
1214,Citrobacter tructae,0.012,0.00766283524904215,0.0078740157480315,0,0.00961538461538462,0.00462962962962963,0,0.0105263157894737,0.00144717800289436,0,0.0072463768115942,0.00557620817843866
1215,Brachyspira intermedia,0.004,0.0153256704980843,0.0078740157480315,0.0256410256410256,0,0.00462962962962963,0,0.0105263157894737,0.00144717800289436,0,0.0072463768115942,0.00371747211895911
1216,Brachyspira murdochii,0.062,0.0344827586206897,0.078740157480315,0.102564102564103,0.0865384615384615,0.087962962962963,0.0512820512820513,0.115789473684211,0.0347322720694645,0.0384615384615385,0.0652173913043478,0.0278810408921933
1217,Formicincola oecophyllae,0.002,0,0,0,0,0,0,0,0,0,0,0.00557620817843866
1218,Cupriavidus sp. ISTL7,0.01,0.00383141762452107,0,0,0,0,0,0,0.00289435600578871,0,0,0.00557620817843866
1219,Sphingomonas sp. C8-2,0.018,0.0383141762452107,0.031496062992126,0.0512820512820513,0.0192307692307692,0.00925925925925926,0.0256410256410256,0.0105263157894737,0.0492040520984081,0,0.0434782608695652,0.0260223048327138
1220,Pantoea dispersa,0.004,0.0114942528735632,0.0078740157480315,0,0.0192307692307692,0.0138888888888889,0.0128205128205128,0.0210526315789474,0.0115774240231548,0,0.0072463768115942,0.0111524163568773
1221,Actinopolymorpha singaporensis,0.006,0.00383141762452107,0,0,0.00961538461538462,0.00462962962962963,0.00641025641025641,0,0.00144717800289436,0,0.0072463768115942,0
1222,Cellulomonas sp. Y8,0.008,0.00383141762452107,0.0078740157480315,0,0,0,0.00641025641025641,0,0.00144717800289436,0.0384615384615385,0,0.00185873605947955
1223,Vibrio coralliilyticus,0.004,0,0.0078740157480315,0,0,0,0,0,0.00289435600578871,0.0384615384615385,0,0.00371747211895911
1224,Silvanigrella aquatica,0.002,0.00383141762452107,0,0,0,0,0,0,0,0,0,0
1225,Pseudomonas antarctica,0.022,0.00383141762452107,0.0078740157480315,0.0256410256410256,0,0,0.00641025641025641,0.0210526315789474,0,0,0,0
1226,Acinetobacter schindleri,0.028,0.0344827586206897,0.062992125984252,0.0256410256410256,0.0288461538461538,0.0324074074074074,0.0256410256410256,0.0210526315789474,0.0130246020260492,0.0384615384615385,0.0217391304347826,0.0241635687732342
1227,Nosocomiicoccus ampullae,0.012,0.00383141762452107,0,0,0,0,0.0256410256410256,0.0210526315789474,0.00868306801736614,0,0.0072463768115942,0.00371747211895911
1228,Acinetobacter ursingii,0.006,0.00383141762452107,0,0,0.00961538461538462,0,0.00641025641025641,0,0.00144717800289436,0,0.0072463768115942,0.00185873605947955
1229,Chelatococcus sp. CO-6,0.004,0,0,0.0256410256410256,0.00961538461538462,0,0,0.0210526315789474,0.00144717800289436,0,0,0.00185873605947955
1230,Pyrobaculum arsenaticum,0.006,0,0,0,0,0,0.00641025641025641,0,0.00289435600578871,0,0,0
1231,Aureimonas sp. OT7,0.002,0,0.0078740157480315,0,0.0192307692307692,0,0,0,0,0,0,0.00371747211895911
1232,Enterobacter roggenkampii,0.01,0.00383141762452107,0,0,0.00961538461538462,0.00462962962962963,0,0.0105263157894737,0,0,0,0.00371747211895911
1233,Modestobacter marinus,0.018,0.0191570881226054,0.015748031496063,0,0.00961538461538462,0.0277777777777778,0.0384615384615385,0.0421052631578947,0.020260492040521,0,0.0217391304347826,0.00929368029739777
1234,Pseudomonas sp. TKP,0.004,0,0,0,0.00961538461538462,0.00925925925925926,0.0448717948717949,0,0.00289435600578871,0,0.0144927536231884,0.00371747211895911
1235,Nostoc sp. NIES-4103,0.028,0.0498084291187739,0.0393700787401575,0,0.0480769230769231,0.0462962962962963,0.0192307692307692,0.0526315789473684,0.0173661360347323,0.115384615384615,0.0507246376811594,0.0315985130111524
1236,Streptococcus australis,0.006,0.00383141762452107,0.0078740157480315,0,0.00961538461538462,0,0.0128205128205128,0,0.00434153400868307,0,0.0072463768115942,0.00743494423791822
1237,Providencia sp. R33,0.002,0,0,0,0,0,0,0,0,0,0.0072463768115942,0.00371747211895911
1238,Streptococcus parasuis,0.006,0.00383141762452107,0,0,0,0,0,0,0.00578871201157742,0,0,0.00185873605947955
1239,Methylococcus geothermalis,0.002,0,0,0,0,0,0,0,0,0,0,0
1240,Streptomyces malaysiensis,0.004,0.00766283524904215,0.015748031496063,0,0,0.0185185185185185,0.00641025641025641,0,0.00144717800289436,0,0,0.00185873605947955
1241,Clostridium manihotivorum,0.02,0.00383141762452107,0,0.0256410256410256,0,0,0,0.0105263157894737,0.00144717800289436,0,0,0.00371747211895911
1242,Pseudomonas sp. SK2,0.006,0.0153256704980843,0.015748031496063,0,0.0384615384615385,0,0.00641025641025641,0.0210526315789474,0.0130246020260492,0.0384615384615385,0.0217391304347826,0.0130111524163569
1243,Streptomyces qinzhouensis,0.014,0.00766283524904215,0,0,0,0.00925925925925926,0.0128205128205128,0.0105263157894737,0.0115774240231548,0,0.0072463768115942,0.00557620817843866
1244,Ruminiclostridium herbifermentans,0.012,0.00383141762452107,0.0078740157480315,0,0,0.00462962962962963,0,0.0105263157894737,0.00289435600578871,0,0,0
1245,Nostoc edaphicum,0.008,0,0.0078740157480315,0,0,0,0,0,0.00144717800289436,0,0.0072463768115942,0.00557620817843866
1246,Filimonas lacunae,0.002,0.0153256704980843,0.0078740157480315,0,0.00961538461538462,0.0138888888888889,0.0192307692307692,0.0105263157894737,0.00868306801736614,0,0.0144927536231884,0.0111524163568773
1247,Corynebacterium endometrii,0.004,0.00383141762452107,0,0,0.00961538461538462,0,0,0.0210526315789474,0.00434153400868307,0,0,0.00557620817843866
1248,Clostridium isatidis,0.01,0,0,0.0256410256410256,0,0.00462962962962963,0.00641025641025641,0.0105263157894737,0.00289435600578871,0,0.0072463768115942,0
1249,Corynebacterium sp. NML98-0116,0.014,0.0344827586206897,0.0236220472440945,0.0256410256410256,0.0384615384615385,0,0,0.0421052631578947,0.0144717800289436,0,0.036231884057971,0.0223048327137546
1250,Mannheimia sp. USDA-ARS-USMARC-1261,0.056,0.0957854406130268,0.047244094488189,0.0256410256410256,0.0576923076923077,0.0416666666666667,0.0705128205128205,0.0421052631578947,0.0463096960926194,0.153846153846154,0.0797101449275362,0.0910780669144981
1251,Paucilactobacillus oligofermentans,0.01,0,0,0,0,0.00462962962962963,0,0,0.00289435600578871,0,0,0.00185873605947955
1252,Veillonella rodentium,0.004,0.0114942528735632,0.0078740157480315,0,0,0,0,0.0210526315789474,0.00289435600578871,0,0.0144927536231884,0.00557620817843866
1253,Acinetobacter sp. Marseille-Q1620,0.002,0,0.0078740157480315,0.0256410256410256,0,0.00462962962962963,0.00641025641025641,0,0.00144717800289436,0,0.0072463768115942,0.00371747211895911
1254,Corynebacterium aquilae,0.006,0,0,0,0,0,0,0,0.00434153400868307,0,0,0
1255,Cupriavidus nantongensis,0.004,0,0,0.0256410256410256,0,0,0,0,0.00144717800289436,0,0.0072463768115942,0
1256,Gemmata massiliana,0.006,0,0,0,0,0,0.00641025641025641,0,0,0,0,0
1257,Thauera chlorobenzoica,0.004,0.00766283524904215,0,0,0,0,0.00641025641025641,0,0.0159189580318379,0,0.0072463768115942,0.00185873605947955
1258,Bacteroides caecimuris,0.03,0.00383141762452107,0.031496062992126,0,0,0.0185185185185185,0.00641025641025641,0.0210526315789474,0.0101302460202605,0,0.0072463768115942,0.00371747211895911
1259,Nocardiopsis sp. MT53,0.008,0,0.0078740157480315,0,0,0,0,0.0105263157894737,0.00578871201157742,0,0,0.00185873605947955
1260,Streptomyces akebiae,0.004,0.00383141762452107,0,0,0,0.00462962962962963,0.0192307692307692,0,0.00144717800289436,0,0,0.00185873605947955
1261,Pseudomonas promysalinigenes,0.002,0.0268199233716475,0.0236220472440945,0,0.00961538461538462,0.00925925925925926,0,0,0.00434153400868307,0,0,0.00371747211895911
1262,Bacillus altitudinis,0.006,0.00383141762452107,0.0078740157480315,0,0,0,0.0128205128205128,0.0210526315789474,0.00289435600578871,0,0,0.00185873605947955
1263,Leifsonia shinshuensis,0.012,0.0153256704980843,0.0078740157480315,0,0,0.00462962962962963,0.0128205128205128,0.0315789473684211,0.00868306801736614,0.0384615384615385,0.0217391304347826,0.0111524163568773
1264,Corynebacterium mustelae,0.006,0.0114942528735632,0,0,0.00961538461538462,0.00462962962962963,0,0.0105263157894737,0.00578871201157742,0,0,0.00185873605947955
1265,Luteipulveratus mongoliensis,0.002,0,0,0,0,0,0,0,0.00144717800289436,0,0,0
1266,Desulfurispirillum indicum,0.006,0,0,0,0,0,0,0,0.00144717800289436,0,0,0
1267,Cyanobium gracile,0.018,0.0191570881226054,0.015748031496063,0,0.0288461538461538,0.0185185185185185,0.00641025641025641,0,0.020260492040521,0.0384615384615385,0.0289855072463768,0.00371747211895911
1268,Longicatena caecimuris,0.012,0,0.015748031496063,0,0,0.00462962962962963,0,0,0.00289435600578871,0,0,0
1269,Ochrobactrum sp. MT180101,0.002,0,0,0,0,0.00462962962962963,0.00641025641025641,0,0.00144717800289436,0,0.0072463768115942,0.00185873605947955
1270,Arenibacter algicola,0.008,0.0229885057471264,0.0236220472440945,0,0.00961538461538462,0.00462962962962963,0.0128205128205128,0.0105263157894737,0.0144717800289436,0,0.036231884057971,0.00557620817843866
1271,Streptomyces sp. SirexAA-E,0.014,0.0229885057471264,0.015748031496063,0,0.00961538461538462,0.00925925925925926,0.0128205128205128,0.0105263157894737,0.00868306801736614,0,0.0217391304347826,0.00929368029739777
1272,Haematobacter massiliensis,0.01,0,0.0236220472440945,0,0.0192307692307692,0.00462962962962963,0.00641025641025641,0.0421052631578947,0.0101302460202605,0,0.0144927536231884,0.016728624535316
1273,Hymenobacter sedentarius,0.012,0.0153256704980843,0,0.0512820512820513,0,0.00462962962962963,0.0128205128205128,0.0315789473684211,0.00578871201157742,0,0.0289855072463768,0.00185873605947955
1274,Muribaculum intestinale,0.002,0,0,0,0,0,0,0,0,0,0,0.00557620817843866
1275,Streptococcus lutetiensis,0.006,0,0,0,0,0,0,0,0.00144717800289436,0,0,0
1276,Hymenobacter busanensis,0.032,0.0383141762452107,0.031496062992126,0,0.0192307692307692,0.0601851851851852,0.0833333333333333,0.0526315789473684,0.0246020260492041,0.0769230769230769,0.0579710144927536,0.0260223048327138
1277,Sulfurihydrogenibium azorense,0.006,0.00766283524904215,0.0078740157480315,0,0.00961538461538462,0,0,0.0105263157894737,0.0101302460202605,0,0,0.00557620817843866
1278,Maridesulfovibrio hydrothermalis,0.002,0,0,0,0,0,0,0,0,0,0,0
1279,Lysobacter antibioticus,0.018,0.0306513409961686,0,0,0.00961538461538462,0.00462962962962963,0.0192307692307692,0,0.0130246020260492,0.0384615384615385,0.0144927536231884,0.00929368029739777
1280,Neobacillus thermocopriae,0.002,0.00766283524904215,0,0,0,0.00462962962962963,0,0,0.00144717800289436,0,0,0
1281,Gemmobacter aquarius,0.01,0.00383141762452107,0,0.0256410256410256,0,0,0.032051282051282,0.0105263157894737,0.00289435600578871,0,0.0144927536231884,0.00185873605947955
1282,Bacteroides caccae,0.166,0,0.0078740157480315,0.205128205128205,0,0.00462962962962963,0.0128205128205128,0.231578947368421,0.0115774240231548,0,0.0144927536231884,0.0148698884758364
1283,Bacillus cytotoxicus,0.002,0.00766283524904215,0,0,0.00961538461538462,0,0,0,0,0,0.0144927536231884,0
1284,Staphylococcus pettenkoferi,0.012,0.00383141762452107,0,0,0,0,0,0,0.00578871201157742,0,0.0072463768115942,0.00929368029739777
1285,Microbacterium sp. CBA3102,0.004,0.00383141762452107,0,0.0256410256410256,0,0.00462962962962963,0,0,0,0,0.0072463768115942,0
1286,Streptomyces xinghaiensis,0.024,0.0306513409961686,0.0236220472440945,0.102564102564103,0.0288461538461538,0.0185185185185185,0.0256410256410256,0.0210526315789474,0.0260492040520984,0.0769230769230769,0.0217391304347826,0.0371747211895911
1287,Sphingobacterium sp. ML3W,0.002,0.00383141762452107,0,0,0,0,0,0,0.00144717800289436,0,0,0.00185873605947955
1288,Yersinia similis,0.014,0.00383141762452107,0,0,0,0.00925925925925926,0.00641025641025641,0.0105263157894737,0.00434153400868307,0,0.0217391304347826,0.0130111524163569
1289,Breoghania sp. L-A4,0.002,0,0,0,0,0,0,0,0.00434153400868307,0,0,0
1290,Halopseudomonas litoralis,0.016,0,0,0,0.00961538461538462,0.00462962962962963,0.0128205128205128,0.0105263157894737,0.0130246020260492,0,0,0.00185873605947955
1291,Streptomyces cyaneogriseus,0.004,0,0,0,0,0,0,0.0105263157894737,0.00868306801736614,0,0,0.00743494423791822
1292,Actinoplanes sp. N902-109,0.004,0.00383141762452107,0,0,0,0.0138888888888889,0.0128205128205128,0,0.00578871201157742,0,0.0072463768115942,0.00185873605947955
1293,Bacillus pseudomycoides,0.004,0.0114942528735632,0.0078740157480315,0,0,0,0.00641025641025641,0.0105263157894737,0.00434153400868307,0,0,0.00371747211895911
1294,Sphingomonas alpina,0.012,0.0383141762452107,0.015748031496063,0.0256410256410256,0.0192307692307692,0.0138888888888889,0.0192307692307692,0.0105263157894737,0.0101302460202605,0,0.0217391304347826,0.00929368029739777
1295,Methylacidimicrobium sp. B4,0.004,0,0,0.0256410256410256,0,0,0,0,0.00144717800289436,0,0.0144927536231884,0
1296,Sphingobacterium lactis,0.002,0.00383141762452107,0,0,0,0,0,0.0210526315789474,0,0,0,0.00185873605947955
1297,Desulfarculus baarsii,0.026,0.0344827586206897,0.0236220472440945,0,0.00961538461538462,0.0138888888888889,0.0128205128205128,0,0.0130246020260492,0.0384615384615385,0.0144927536231884,0.0148698884758364
1298,Streptomyces sp. SAT1,0.028,0.0268199233716475,0.015748031496063,0,0.0192307692307692,0.0138888888888889,0.00641025641025641,0.0315789473684211,0.0173661360347323,0.0769230769230769,0.0217391304347826,0.0204460966542751
1299,Streptomyces sp. Sge12,0.004,0.00766283524904215,0,0,0.00961538461538462,0.00462962962962963,0,0,0.0130246020260492,0,0.0072463768115942,0.0185873605947955
1300,Streptomyces globosus,0.006,0,0.0078740157480315,0,0,0.00462962962962963,0,0,0.00289435600578871,0,0,0.00743494423791822
1301,Phycicoccus endophyticus,0.002,0,0,0,0,0,0,0,0,0,0,0
